train_loss, val_loss
train_loss, val_loss
train_loss, val_loss
train_loss, val_loss
0.003344110308783577,0.0015707464448900686
0.0014402864426305232,0.0012911004010001542
0.0011196283658723848,0.0009522531683884423
0.0009339170622837678,0.0008528709551750647
0.000825333750244386,0.0007888256889095323
0.0007455335982529228,0.0006451825436670333
0.0006788175221900723,0.0006984192457619227
0.0006407533533802245,0.0005780504310408745
0.0006084226136746237,0.000538142292794806
0.0005819001533732104,0.0005620608636591998
0.0005604467030594719,0.0005723522055497462
0.0005469030548924399,0.0005259440815145219
0.000527493010707947,0.0005673482718756768
0.0005172586822137455,0.0005160368844237248
0.0005089978582101813,0.0005032294468643765
0.00049686604051508,0.0005056230935561298
0.0004894062057195765,0.00048679040170369534
0.0004834752634813168,0.0004579303378704935
0.00047501782738444486,0.0004309341387987068
0.0004689278079966782,0.0004600873918712346
0.00046161216330888624,0.0004155734424582786
0.00045372587211454566,0.00045877986175818714
0.0004505163392040763,0.00044381969405717596
0.0004492533783419766,0.00042159185956094274
0.0004417416219714777,0.0004140212659775797
0.00043868691494844007,0.00042545970775083536
0.0004346256172139705,0.00042019203818334196
0.0004298794368587636,0.0004076842698311709
0.00042686750758930093,0.00039593514272753426
0.00042428483663105066,0.000409223072886191
0.00042028706363211724,0.000400031108896386
0.0004169083681188793,0.0004069800305404459
0.0004136625516496447,0.00041643876562981555
0.00041256049970277533,0.00039811620674165034
0.00040783226500048315,0.00039430633305865165
0.00040409484819041425,0.00039976491087280144
0.00040358808043728007,0.00040299889946321924
0.00040054156670308065,0.0004006445000413805
0.00039650249643579375,0.0003923085341402502
0.00039555666005153706,0.000385513005851492
0.0003923363942428214,0.0003793386305376232
0.00038844049050653696,0.00038545541061062573
0.0003871579659346458,0.0003738957746126861
0.00038378884411903826,0.00038924853800347556
0.0003829617508551223,0.0003775436527104358
0.0003790806883707585,0.0003661881583630694
0.000378213811886448,0.00036915950256149733
0.00037370329837561184,0.00037045371772600685
0.0003729385718630698,0.00036702702760791267
0.00037015853401129486,0.0003562911470200763
0.0003682540759923784,0.0003601484027630822
